year,month,date,0,1,2,3,4,5,6,7,8,9,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y
2018,1,7,308,0,20,72,329,504,601,425,305,226,439,799,470,265,403,632,228,169,512,53,214,311,451,126,586,1368,846,18,587,63,1745,1465,147,230,25
2018,1,8,158,0,2,61,135,250,141,115,96,154,295,466,230,136,120,344,161,228,447,66,110,106,387,32,350,874,568,21,371,12,1526,1486,50,12,29
2018,1,9,162,0,8,64,90,165,37,80,62,120,325,343,306,224,88,356,129,66,473,56,74,148,139,40,316,929,708,34,466,14,2351,1461,116,45,32
2018,10,1,227,0,0,909,758,337,244,0,1481,12,375,185,306,75,54,1201,88,54,34,38,289,159,770,40,612,495,676,10,459,30,1292,941,27,27,13
2018,10,10,228,0,0,21,319,223,65,0,213,29,310,200,131,62,54,237,67,36,22,4,102,83,269,31,374,454,354,46,644,26,1027,726,175,3,78
2018,10,11,203,0,0,24,90,170,46,108,74,18,352,253,132,37,57,161,92,22,15,58,66,51,127,14,356,441,285,19,442,20,1150,723,243,24,30
2018,10,12,258,0,0,26,141,143,56,387,75,52,456,301,160,42,53,219,82,49,24,21,73,100,190,55,462,579,457,17,630,93,1360,924,83,47,101
2018,10,13,366,1,0,294,508,442,291,1048,462,62,366,549,352,131,213,736,290,113,41,27,104,148,784,68,821,622,768,18,717,44,1378,1027,103,25,19
2018,10,14,333,1,0,60,301,375,223,953,279,66,207,365,405,116,273,714,182,57,52,350,146,174,403,61,672,562,415,17,782,686,1092,880,154,19,23
2018,10,15,277,0,0,25,171,345,130,392,287,56,261,224,159,60,73,453,121,51,38,259,99,135,458,77,684,487,459,22,585,48,1421,798,80,36,29
2018,10,16,208,0,0,28,345,395,76,399,113,22,1015,454,699,83,105,310,129,54,28,35,131,107,521,55,532,481,379,46,471,36,1191,892,54,26,19
2018,10,17,252,0,0,33,151,194,62,193,102,45,344,251,148,43,71,280,91,38,28,2,93,104,157,75,477,450,424,36,460,18,1352,997,162,5,34
2018,10,18,199,0,0,39,179,158,97,295,153,34,275,194,164,38,43,182,92,43,33,33,65,68,172,26,362,420,368,3,425,56,1169,824,147,21,14
2018,10,19,322,0,0,61,1157,311,134,813,344,45,384,490,407,84,81,541,291,55,57,322,208,231,754,61,566,639,444,21,719,87,1489,924,142,157,22
2018,10,2,234,0,0,16,120,140,209,0,116,84,255,184,129,64,68,201,70,28,21,137,124,84,182,30,427,556,482,7,523,57,1002,1072,90,11,13
2018,10,20,468,1,0,55,869,420,440,1197,950,69,374,566,580,119,180,939,253,160,105,391,345,257,986,94,872,680,647,94,729,66,1300,1156,144,63,108
2018,10,21,513,0,0,492,634,754,875,804,383,67,710,478,501,190,332,781,306,185,127,41,266,574,745,112,935,745,612,51,883,504,1240,976,359,718,77
2018,10,22,221,0,0,58,240,201,142,401,273,63,294,243,181,90,79,373,144,49,32,339,128,88,304,52,527,480,460,35,1114,35,1329,859,31,64,62
2018,10,23,221,0,0,30,122,170,173,151,82,13,321,287,214,39,70,269,59,22,10,211,38,55,145,25,330,484,368,35,455,75,1012,874,55,200,57
2018,10,24,270,0,0,78,1336,274,74,448,314,29,334,255,187,67,69,612,156,31,34,30,168,175,363,40,611,419,384,9,636,46,1129,940,156,13,11
2018,10,25,261,0,0,241,678,612,98,920,305,39,311,199,242,52,74,376,167,53,21,134,104,61,3069,21,576,412,333,19,552,47,1031,748,68,95,34
2018,10,26,303,0,0,113,217,144,113,273,127,32,363,572,235,70,65,256,108,29,11,52,103,67,141,19,331,620,465,40,539,51,1167,863,122,104,30
2018,10,27,426,0,0,56,311,342,178,731,299,10029,382,474,369,156,244,548,236,68,43,143,249,165,1386,66,651,791,653,45,775,44,1630,1183,115,39,31
2018,10,28,351,0,0,168,844,418,427,1117,220,43,636,390,405,133,160,493,144,48,34,298,222,172,450,45,677,614,478,22,987,74,1189,817,110,275,49
2018,10,29,199,0,0,34,331,224,42,227,148,27,258,209,126,90,48,233,108,20,13,38,93,90,178,12,450,402,440,21,418,42,1175,718,33,24,31
2018,10,3,282,0,0,26,132,254,96,0,173,86,268,201,159,56,65,302,102,46,25,109,113,69,148,62,344,397,1997,24,469,26,1277,909,192,5,48
2018,10,30,245,0,0,111,563,216,207,246,90,12,263,234,203,80,151,328,122,32,21,94,89,83,208,26,462,581,325,23,524,22,1156,840,76,13,28
2018,10,31,287,0,0,152,255,694,247,436,143,31,237,320,154,81,83,302,73,32,35,41,114,83,333,18,734,511,375,23,532,43,948,867,2243,7,23
2018,10,4,189,0,0,31,117,115,44,0,145,65,215,212,103,45,59,203,71,26,23,36,106,55,104,19,337,461,351,8,412,25,970,835,598,145,12
2018,10,5,184,1,0,42,200,185,58,0,150,67,297,457,191,54,51,271,138,44,28,1307,95,100,217,73,789,548,464,9,581,50,1125,1165,82,26,12
2018,10,6,176,0,0,58,346,276,136,0,287,73,301,481,223,113,92,366,219,83,43,338,210,152,316,56,588,785,631,12,681,56,1135,1184,153,34,54
2018,10,7,260,0,0,348,1038,407,196,0,1711,40,305,631,825,161,287,516,206,85,66,385,432,194,419,77,1212,596,649,45,661,51,1102,974,139,43,75
2018,10,8,286,0,0,180,1033,651,207,0,532,42,245,331,302,100,189,853,597,140,62,105,257,325,1555,94,635,442,457,51,1223,58,1104,782,139,42,52
2018,10,9,174,0,0,50,236,283,71,0,176,9,235,149,139,58,62,286,102,43,30,73,134,83,286,55,367,478,473,85,559,55,1059,752,2017,25,23
2018,11,1,220,1,0,60,160,154,94,183,121,41,255,396,170,53,86,285,100,34,29,303,105,92,215,46,518,491,336,42,483,26,1309,837,98,21,47
2018,11,10,451,0,0,115,377,332,521,527,333,88,370,391,363,164,189,529,557,71,47,153,204,133,963,50,1064,890,692,23,789,50,1324,6456,136,52,31
2018,11,11,285,0,0,62,392,465,98,863,570,88,327,314,225,117,215,662,306,60,42,397,181,113,536,42,864,686,518,17,956,66,1160,875,80,78,23
2018,11,12,263,0,0,23,113,1359,118,455,166,22,225,210,158,130,43,408,304,57,36,225,144,477,403,68,358,465,530,19,511,47,1001,2253,77,22,17
2018,11,13,295,0,0,25,259,197,76,278,203,9,319,211,155,72,144,307,83,36,29,35,92,82,210,62,489,527,527,14,458,30,1008,875,90,112,7
2018,11,14,293,0,0,58,211,127,119,201,137,38,267,260,191,82,105,336,29,36,25,16,86,80,158,39,544,426,449,27,473,28,1004,779,99,15,41
2018,11,15,294,0,0,31,145,99,36,133,117,28,263,249,168,51,164,390,102,34,21,28,77,55,131,20,591,455,466,12,394,46,997,707,47,19,37
2018,11,16,402,0,0,35,224,182,120,309,174,37,452,286,231,71,240,1674,97,59,23,139,55,48,227,23,387,645,775,18,652,59,1210,965,105,54,33
2018,11,17,542,0,0,117,496,505,427,497,242,58,347,450,379,137,377,471,141,57,47,397,194,123,472,34,729,983,831,28,797,51,1396,1234,117,30,35
2018,11,18,381,0,0,343,689,457,139,711,500,57,693,447,614,96,293,717,186,116,66,279,265,190,1013,150,1432,809,3644,20,525,79,1212,895,107,62,29
2018,11,19,278,0,0,34,381,510,77,451,173,28,244,239,219,80,184,410,219,222,39,123,215,77,429,128,533,555,6053,15,543,37,938,1256,50,21,22
2018,11,2,230,0,0,45,183,137,136,227,146,76,396,325,197,80,54,300,116,37,22,44,148,101,252,61,529,602,392,30,458,49,975,824,70,19,21
2018,11,20,257,0,0,98,497,208,81,242,120,20,1060,271,216,50,523,546,57,33,22,10912,60,69,170,37,422,531,552,9,451,22,974,855,245,46,16
2018,11,21,224,4,0,51,234,153,153,252,155,53,269,349,208,52,197,336,90,45,33,77,126,91,218,34,395,571,361,9,412,24,1158,859,101,9,6
2018,11,22,405,0,0,30,354,250,146,355,135,62,307,237,201,85,99,336,130,54,29,189,93,84,241,37,518,730,527,7,542,35,966,1458,93,25,9
2018,11,23,442,0,0,80,340,359,212,546,328,86,337,494,437,90,186,614,172,98,81,849,228,154,581,84,1046,906,872,15,641,588,1184,1397,140,58,29
2018,11,24,392,0,0,152,524,432,288,730,440,120,455,542,441,152,229,617,243,82,56,213,216,231,414,88,807,1281,891,37,711,62,1370,1249,104,77,64
2018,11,25,316,0,0,397,1082,619,623,610,505,162,361,381,510,97,231,816,314,78,57,153,139,167,843,68,759,709,440,32,767,95,1137,864,313,189,27
2018,11,26,205,0,0,44,184,209,73,289,144,96,304,281,249,166,265,309,91,23,14,36,65,70,189,29,417,653,564,18,840,18,1059,2625,82,59,51
2018,11,27,243,2,0,79,243,162,40,268,115,121,310,203,210,142,280,479,45,36,28,2975,109,76,179,21,376,650,410,9,412,18,1154,1002,145,49,16
2018,11,28,256,0,0,271,1007,1047,184,1114,396,76,203,209,275,87,200,603,284,54,33,59,306,69,700,38,923,596,473,11,925,34,1135,994,54,12,19
2018,11,29,318,0,0,792,963,254,202,666,262,45,308,382,270,84,136,435,368,140,85,125,87,292,800,402,433,626,491,17,600,26,1222,941,120,19,11
2018,11,3,1755,0,0,154,530,451,1266,653,411,173,361,564,462,145,670,885,206,249,110,166,209,217,528,83,1079,747,2007,61,911,52,1148,1318,613,52,66
2018,11,30,396,0,0,55,283,209,89,416,118,34,275,312,208,90,111,369,150,41,38,1068,128,93,192,33,391,785,461,30,460,31,1198,949,49,35,25
2018,11,4,330,0,0,146,456,494,337,940,301,219,451,391,486,206,508,895,351,281,159,340,263,242,602,140,969,661,663,91,683,80,1367,1037,102,80,64
2018,11,5,262,0,0,31,206,156,59,221,169,29,204,205,133,67,67,261,157,27,19,35,77,168,218,67,751,530,469,15,482,36,1152,2576,121,14,24
2018,11,6,255,0,0,71,207,147,184,228,113,91,260,213,249,86,166,316,46,66,27,181,60,135,405,21,652,443,389,30,495,29,1064,806,98,42,32
2018,11,7,264,0,0,116,304,184,87,278,160,59,312,308,218,72,152,385,187,44,29,180,94,144,376,53,570,490,442,45,637,29,1132,887,233,15,57
2018,11,8,302,0,0,41,184,160,56,235,140,29,284,277,164,76,88,246,74,20,19,219,88,84,185,21,340,498,1426,12,444,53,1054,815,227,46,28
2018,11,9,294,0,0,71,259,202,91,207,131,26,315,335,173,74,79,366,100,33,23,328,97,75,272,19,356,629,409,11,500,29,2279,1494,104,54,13
2018,12,1,365,0,0,266,373,426,160,610,687,191,409,434,386,103,299,1457,238,94,48,256,216,591,465,58,654,867,539,37,522,73,1022,1138,159,113,32
2018,12,10,201,0,0,20,196,131,54,1461,309,84,270,157,89,45,106,154,386,26,16,21,273,48,525,20,307,723,464,11,459,30,1187,853,51,14,25
2018,12,11,301,0,0,46,199,154,27,303,56,37,286,270,128,46,42,250,39,23,14,53,596,38,76,22,274,725,358,20,469,17,974,845,226,22,19
2018,12,12,223,0,0,53,173,92,44,174,66,55,344,227,181,56,56,309,65,25,12,7,61,54,131,19,302,530,350,6,443,30,1063,864,36,4,25
2018,12,13,279,0,0,487,420,285,59,1049,177,85,321,480,694,84,139,476,194,21,28,48,110,56,1251,44,539,642,521,24,516,16,904,1147,0,10,60
2018,12,14,353,0,0,30,197,127,226,299,54,41,377,519,583,102,55,324,154,30,21,15,62,72,132,31,293,954,608,27,662,47,1103,1194,0,279,57
2018,12,15,401,0,0,69,191,277,268,411,268,27,489,656,485,95,132,617,141,36,29,678,104,117,287,48,524,1488,706,33,573,47,1060,1266,0,76,40
2018,12,16,297,0,0,66,143,186,171,250,174,278,661,306,181,63,75,314,455,35,29,1121,112,86,283,20,466,883,394,19,433,35,907,731,0,250,33
2018,12,17,186,0,0,31,102,124,73,126,71,19,290,215,110,65,99,180,63,18,12,67,55,32,184,21,241,794,377,10,346,23,1027,1656,0,16,18
2018,12,18,209,0,0,58,261,93,29,2723,221,24,318,276,165,82,184,342,92,29,9,15,72,67,168,17,847,775,472,6,793,50,949,971,90,186,5
2018,12,19,202,0,0,285,277,117,54,370,109,25,247,286,158,120,175,450,33,30,27,16,240,79,276,26,1753,740,434,10,445,31,1072,841,99,6,24
2018,12,2,304,0,0,337,1111,303,95,2085,318,38,231,280,431,110,219,500,277,156,35,789,247,172,777,52,600,678,456,13,433,62,1028,740,240,44,25
2018,12,20,266,0,0,57,98,110,59,127,76,33,227,1438,224,110,62,163,92,29,21,14,78,53,182,22,297,785,442,7,479,24,1092,1074,146,106,17
2018,12,21,401,0,0,28,110,104,36,169,75,33,375,463,167,177,56,212,179,31,19,1274,72,218,284,34,361,1225,571,8,616,53,1435,1508,65,59,24
2018,12,22,348,1,0,36,642,341,77,851,546,47,414,428,168,112,109,217,167,40,22,31,183,69,190,30,484,1234,527,19,555,57,1241,1471,117,44,67
2018,12,23,245,0,0,43,199,195,118,303,191,45,270,351,208,78,89,312,202,79,42,42,91,102,242,60,433,852,385,24,483,41,1020,997,70,30,61
2018,12,24,248,0,0,68,395,343,251,485,225,34,307,312,346,74,123,640,214,55,49,240,145,192,719,75,548,732,514,10,513,34,1074,880,20,20,18
2018,12,25,225,0,0,48,163,171,94,270,127,18,298,293,190,92,103,420,58,59,44,48,99,1637,261,69,428,895,576,39,383,17,1130,1025,45,30,92
2018,12,26,226,0,0,44,177,244,86,284,137,73,366,272,142,68,67,277,77,48,19,7,124,94,176,31,418,894,464,11,462,33,1142,956,110,12,30
2018,12,27,258,0,0,29,133,143,56,181,116,46,321,234,122,72,67,279,106,75,27,33,54,66,267,39,429,764,555,13,1285,80,1201,948,66,257,21
2018,12,28,240,0,0,23,131,165,103,212,113,30,379,483,203,123,89,343,95,38,26,680,104,87,286,54,444,960,609,26,442,69,1131,912,132,133,13
2018,12,29,498,0,0,22,201,227,56,361,145,27,492,740,257,114,141,339,69,38,33,17,122,129,308,31,409,1217,659,30,1186,21,1166,1150,60,2,46
2018,12,3,225,0,0,12,71,92,41,101,58,16,252,197,118,46,41,218,152,19,18,190,52,49,106,14,490,494,355,11,371,35,1190,772,61,98,36
2018,12,30,278,0,0,16,189,293,83,391,514,41,374,529,198,103,108,390,118,70,52,7,164,142,403,69,407,1083,660,12,423,20,1116,1134,4,4,34
2018,12,31,252,0,0,24,218,301,73,366,376,37,194,240,208,104,136,429,182,54,55,0,116,124,457,64,478,606,391,11,412,29,1088,839,17,3,19
2018,12,4,263,0,0,46,128,149,108,232,107,17,240,294,153,164,64,223,45,22,19,177,97,60,179,16,386,651,296,31,445,23,1174,845,238,78,41
2018,12,5,261,0,0,35,118,139,47,205,113,15,365,333,188,65,66,342,98,19,23,9,45,55,127,27,425,618,220,6,372,26,1034,860,99,13,46
2018,12,6,251,1,0,15,155,148,43,306,150,32,217,359,251,58,76,358,90,38,18,16,77,69,179,15,333,797,349,11,380,22,1121,1081,75,13,29
2018,12,7,228,0,0,34,130,190,73,171,199,32,334,342,179,72,67,256,123,35,16,356,53,71,156,23,444,709,474,17,438,36,1207,1337,142,33,8
2018,12,8,419,0,0,57,656,270,280,367,139,152,451,492,163,71,64,371,171,36,33,2560,124,115,305,129,398,1100,760,21,666,41,1104,1243,146,22,37
2018,12,9,253,0,0,129,384,316,481,561,247,82,227,275,181,44,161,1693,212,53,34,384,115,150,325,124,551,670,493,7,493,31,936,1112,91,13,36
2018,2,1,266,0,5,38,128,205,177,135,92,62,327,402,260,230,120,308,123,65,0,81,99,98,164,40,352,1186,541,30,436,18,2302,1634,86,57,53
2018,2,10,344,0,3,30,120,230,179,118,99,83,410,470,246,264,172,276,99,101,0,238,71,178,192,48,372,1422,443,75,423,79,1916,1828,79,73,87
2018,2,11,313,0,13,59,274,352,281,340,208,82,407,512,401,362,316,523,154,147,0,417,156,283,418,104,484,1119,504,34,383,154,1792,1487,175,281,51
2018,2,12,236,0,13,88,236,373,273,385,271,58,295,394,321,226,269,392,210,114,0,120,135,200,417,126,445,923,391,23,449,31,1539,1629,55,98,26
2018,2,13,311,1,13,50,140,202,90,130,79,13,367,331,292,201,141,447,56,81,0,24,79,193,258,49,349,1273,432,19,604,34,2352,1983,20,39,19
2018,2,14,356,11,2,49,174,370,228,179,108,294,378,431,342,271,174,441,127,85,0,1,86,175,256,52,420,1117,779,27,619,20,2341,2159,250,26,47
2018,2,15,409,4,18,35,192,304,148,266,173,757,326,429,311,305,186,420,171,60,0,5,102,173,335,61,453,1398,790,15,730,71,2048,1676,200,64,38
2018,2,16,483,0,15,48,174,218,140,172,122,239,412,590,404,198,175,483,154,101,0,74,109,203,263,88,343,1488,857,46,601,49,2181,2176,133,95,26
2018,2,17,458,2,16,73,269,313,240,351,186,175,357,574,397,311,254,497,133,159,0,622,141,243,320,87,589,1411,945,18,636,81,1987,2008,176,99,37
2018,2,18,480,0,24,82,311,343,232,431,230,615,826,726,525,277,362,658,253,166,0,643,147,350,419,135,534,1172,916,22,762,93,1731,1858,191,38,48
2018,2,19,329,0,5,48,173,220,158,156,100,368,306,355,199,119,111,403,98,70,328,127,63,132,228,68,443,1209,758,36,767,23,2009,1774,138,37,24
2018,2,2,297,0,11,59,187,206,156,202,160,47,400,495,307,249,159,428,200,72,0,163,105,162,280,39,443,1441,531,38,504,39,2221,2020,103,42,82
2018,2,20,400,0,7,57,171,246,140,162,109,237,331,366,292,230,215,424,61,76,390,154,104,145,266,61,434,1223,790,27,793,41,2039,1774,133,30,51
2018,2,21,431,0,13,69,218,437,469,193,156,174,391,441,316,247,154,563,111,100,444,60,133,184,303,85,406,1219,846,21,778,30,2023,1928,162,25,38
2018,2,22,465,0,16,89,183,405,164,251,175,149,318,446,330,252,154,462,171,126,494,317,137,155,239,69,486,1255,850,15,593,21,2092,1801,127,102,30
2018,2,23,508,0,20,116,173,305,210,194,127,78,448,670,369,311,181,571,154,109,535,77,95,177,323,78,506,1411,888,79,707,54,2336,1940,164,575,19
2018,2,24,630,4,21,187,327,391,218,364,232,353,501,669,429,336,300,504,292,145,549,142,149,211,307,87,515,1699,885,40,853,74,1951,2039,222,256,45
2018,2,25,432,4,18,73,221,299,283,233,158,249,347,508,378,249,213,465,155,186,565,145,83,185,304,83,398,1278,707,16,766,67,1654,1883,269,188,8
2018,2,26,366,0,1,42,169,247,157,192,149,241,307,380,272,185,86,365,203,92,540,56,128,163,303,97,477,996,686,52,688,27,2188,1813,178,31,79
2018,2,27,429,16,17,69,175,254,149,168,107,87,359,441,330,244,192,408,92,79,424,108,87,140,256,92,447,1444,828,50,832,35,2104,1585,375,36,31
2018,2,28,361,5,9,37,171,202,116,135,118,219,358,538,420,259,167,454,102,89,433,11,81,146,229,56,444,1281,849,36,696,32,2248,2119,170,24,36
2018,2,3,294,0,16,47,199,291,207,236,175,134,367,621,332,345,270,364,183,134,0,217,91,216,346,105,463,1585,601,28,540,53,1919,1578,196,33,27
2018,2,4,298,0,8,49,240,387,240,255,169,68,274,453,371,346,263,378,189,56,0,185,110,164,422,70,403,1164,437,12,520,52,1675,1852,180,164,29
2018,2,5,249,1,6,29,116,145,96,110,82,41,253,337,183,119,57,241,159,40,0,64,82,103,185,42,316,1056,405,21,366,27,2191,1928,86,24,47
2018,2,6,229,0,2,31,123,189,159,120,67,26,284,312,257,162,139,273,116,43,0,34,78,106,161,29,305,1117,370,30,418,30,1858,1313,84,29,33
2018,2,7,316,0,7,52,145,105,64,121,86,129,259,385,216,164,105,356,169,56,0,13,63,137,170,29,414,1210,609,42,585,32,2233,1803,186,16,22
2018,2,8,293,0,11,37,103,173,95,116,98,138,275,358,304,190,226,336,146,67,0,93,97,119,197,58,389,1277,449,21,460,35,1968,1837,109,37,44
2018,2,9,378,1,21,41,138,162,89,228,188,97,404,481,315,307,236,340,85,88,0,66,86,120,268,64,443,1522,506,34,534,56,2376,1983,117,60,10
2018,3,1,471,1,16,64,176,207,146,165,98,102,333,487,303,216,158,394,177,84,503,78,99,145,201,56,471,1254,927,19,791,44,2218,2027,198,34,27
2018,3,10,784,2,42,123,761,828,623,751,489,72,636,828,540,240,235,597,211,100,345,22,281,225,464,68,582,1918,1031,52,797,211,2208,2190,92,98,38
2018,3,11,640,0,12,55,287,454,306,335,224,95,400,611,513,244,281,538,124,103,438,186,223,233,425,83,423,1303,785,35,732,125,1927,1621,87,109,30
2018,3,12,424,0,4,82,201,349,126,253,178,104,385,461,227,116,157,512,163,88,409,296,103,169,376,68,377,1273,661,43,772,90,1985,1841,109,175,48
2018,3,13,357,1,6,40,147,260,221,266,152,57,454,439,388,170,167,578,140,77,222,102,117,184,322,46,358,1466,626,33,585,65,1961,1744,168,84,21
2018,3,14,501,2,23,54,266,297,128,315,135,154,434,572,355,240,138,652,93,135,0,20,157,177,335,86,433,1495,751,37,652,108,1904,1782,185,14,41
2018,3,15,597,0,12,70,289,282,120,293,102,161,479,475,396,176,193,555,145,101,0,85,148,196,324,70,422,1524,774,34,753,82,2043,1696,268,152,29
2018,3,16,453,0,14,37,152,257,175,72,70,122,535,553,314,167,134,400,123,77,0,65,94,118,269,52,326,1471,648,40,628,61,2191,1620,150,20,64
2018,3,17,670,0,13,151,736,825,691,639,442,403,613,635,345,328,287,740,194,111,0,211,296,310,541,99,763,1641,802,49,787,151,1999,1766,187,125,33
2018,3,18,539,0,32,270,708,734,688,1027,588,183,1058,757,298,257,306,774,210,117,219,424,293,252,636,118,830,1352,730,33,866,72,1736,1656,100,85,74
2018,3,19,356,0,6,43,97,238,193,154,122,327,401,375,76,102,77,308,158,55,480,13,61,114,243,37,334,1073,534,72,792,67,2156,1685,92,121,50
2018,3,2,515,1,15,83,396,278,128,300,168,133,416,593,360,204,227,446,154,86,493,27,143,146,279,54,579,1462,1000,26,814,118,2129,1939,167,59,57
2018,3,20,419,1,17,67,137,254,58,164,94,23,650,591,103,122,122,395,78,52,416,9,51,150,243,32,308,1304,641,87,711,48,1969,1703,197,17,23
2018,3,21,373,0,9,21,123,245,160,200,89,84,384,511,118,183,179,338,109,79,428,199,86,134,232,69,207,1027,532,26,526,18,1404,1270,75,15,27
2018,3,22,458,1,20,36,234,308,147,312,164,102,156,177,213,166,134,447,133,80,402,22,160,168,313,74,380,1283,633,22,704,25,1776,1595,99,12,42
2018,3,23,516,0,40,78,295,335,99,369,180,117,509,652,381,260,199,592,170,124,416,55,177,216,366,97,420,1766,796,68,870,58,2227,2119,124,81,52
2018,3,24,554,41,16,115,331,418,357,513,389,152,643,775,512,304,310,594,246,88,430,302,273,240,415,81,589,1691,802,27,817,109,2045,1907,105,54,46
2018,3,25,546,0,31,86,456,568,240,646,467,160,485,539,370,238,325,791,226,156,481,344,322,249,623,148,718,1480,956,19,777,57,1711,1628,81,77,10
2018,3,26,577,0,3,72,298,452,212,493,324,50,406,414,254,132,125,604,186,106,549,18,195,209,478,85,561,1245,686,96,814,95,1969,1741,167,21,55
2018,3,27,547,0,21,94,426,482,174,526,346,44,566,569,427,227,206,844,192,100,409,90,213,206,471,78,527,1686,733,60,761,96,2095,1712,84,207,47
2018,3,28,566,1,30,87,456,558,155,544,367,125,390,603,380,185,226,721,247,132,608,16,222,266,521,112,566,1528,774,53,888,31,2243,1757,111,44,57
2018,3,29,535,0,42,76,354,463,251,512,324,85,560,634,485,214,224,779,158,125,0,56,255,220,425,103,606,1465,710,33,887,120,2233,1781,101,97,42
2018,3,3,726,3,50,402,704,658,626,662,504,160,425,704,601,304,385,680,211,167,445,203,238,247,436,117,788,1700,1240,35,950,94,1847,1949,167,39,30
2018,3,30,658,0,38,77,490,596,249,532,335,83,755,837,508,288,245,804,236,115,0,47,215,272,432,87,550,1772,749,31,965,44,2257,1916,137,23,43
2018,3,31,608,0,26,80,536,690,257,704,545,86,731,737,510,250,264,824,322,148,0,88,290,301,540,131,654,1736,749,56,949,72,2027,2007,94,23,75
2018,3,4,562,5,35,120,329,420,293,331,233,64,287,502,433,470,240,509,200,125,633,199,247,248,412,83,589,1417,817,37,825,91,1750,1691,137,132,58
2018,3,5,379,2,0,27,60,164,136,67,57,48,263,289,179,155,85,305,123,49,480,100,48,83,126,35,382,1009,757,52,471,32,1951,1675,169,16,19
2018,3,6,371,0,20,56,166,249,166,205,165,57,352,431,350,421,169,437,118,107,506,43,100,183,271,82,540,1271,895,33,643,35,2170,1935,108,34,20
2018,3,7,488,0,23,61,264,239,178,175,118,54,425,491,354,1212,169,470,194,102,571,10,129,205,241,69,541,1333,852,34,610,121,2170,2047,172,19,36
2018,3,8,414,6,17,28,117,188,134,80,80,98,313,411,278,9911,125,358,242,78,446,73,74,183,160,47,414,1200,762,29,615,34,2204,1516,146,28,46
2018,3,9,529,3,15,72,175,221,242,168,109,102,552,566,336,178,166,407,121,116,543,133,117,161,268,57,332,1459,798,27,720,49,2171,2208,96,22,12
2018,4,1,484,0,51,115,775,750,272,770,397,101,547,539,499,214,277,728,350,151,0,61,262,298,586,111,593,1303,698,32,833,96,1547,1519,173,79,40
2018,4,10,398,0,21,58,280,284,134,430,193,53,557,427,367,190,171,524,152,81,62,17,207,155,322,53,551,1323,663,35,804,42,2350,1724,119,15,29
2018,4,11,400,0,25,42,189,201,124,275,142,66,511,446,273,155,125,422,148,76,51,23,121,127,247,58,567,1194,604,21,729,61,2268,1618,256,14,33
2018,4,12,526,0,48,72,275,346,177,406,289,143,587,563,318,140,125,448,161,94,68,406,122,153,376,58,732,1185,679,35,877,35,2179,1770,259,20,22
2018,4,13,475,0,43,88,244,347,150,363,249,103,632,634,407,197,141,540,151,95,76,61,201,172,322,62,619,1528,746,34,896,55,2479,1961,177,33,39
2018,4,14,626,0,32,36,227,272,183,317,191,132,833,771,410,186,176,456,217,120,55,666,143,200,429,53,659,1726,778,48,911,80,2146,1819,150,22,38
2018,4,15,483,3,53,65,292,345,170,457,214,131,1006,638,386,164,165,474,170,91,80,138,227,202,398,80,377,1244,674,17,1287,80,1962,1701,115,6,25
2018,4,16,439,0,34,41,179,302,122,245,155,98,523,423,224,120,100,543,162,69,64,29,153,139,307,59,680,1159,687,40,688,80,2272,1658,136,17,38
2018,4,17,550,0,47,41,197,280,129,249,131,61,678,407,295,165,113,380,84,62,40,9,87,107,232,41,477,1201,560,26,814,51,2316,1655,115,10,30
2018,4,18,542,0,32,48,271,300,184,365,229,136,648,469,378,149,164,579,175,94,64,19,125,149,275,82,614,1315,680,45,802,56,2490,1595,120,12,24
2018,4,19,491,0,47,59,222,295,183,368,185,159,644,488,373,196,131,651,131,86,77,29,184,259,343,95,553,1319,786,33,842,60,2298,1607,86,13,38
2018,4,2,357,0,7,52,305,382,160,418,247,66,529,428,240,104,122,514,157,107,0,17,228,236,379,97,477,1127,722,54,618,60,1945,1682,71,7,45
2018,4,20,506,1,36,54,228,347,171,372,168,122,704,683,397,196,151,430,214,116,63,41,156,165,318,49,615,1443,729,30,937,76,3013,1928,116,26,36
2018,4,21,629,0,107,108,320,395,242,506,289,116,720,643,436,251,245,575,216,107,70,76,254,232,498,50,711,1805,901,44,1020,398,2288,1817,257,11,47
2018,4,22,430,0,93,77,254,381,365,447,339,147,513,536,407,147,208,489,225,77,56,342,191,194,461,54,467,1280,721,22,751,401,1812,1439,79,15,26
2018,4,23,297,0,38,42,131,183,183,232,126,81,497,418,236,137,93,406,110,40,43,25,84,78,191,51,553,1086,581,32,726,57,2271,1443,67,14,41
2018,4,24,377,0,19,31,134,237,152,215,142,58,638,417,285,143,110,377,48,61,47,33,104,122,270,37,488,1335,648,37,735,51,2308,1726,109,55,29
2018,4,25,414,2,62,64,220,225,195,292,210,150,614,432,324,220,117,504,140,69,52,17,175,147,273,46,547,1124,839,39,718,103,2584,1736,113,16,38
2018,4,26,449,0,15,69,210,258,138,379,189,143,647,421,410,185,148,514,147,133,80,85,199,146,351,89,622,1294,766,42,802,65,2318,1745,106,37,36
2018,4,27,532,0,22,49,221,213,177,306,162,107,834,705,387,242,152,529,180,105,61,55,183,174,250,60,540,1685,830,87,837,61,2360,1928,135,38,22
2018,4,28,520,0,123,136,376,518,293,536,321,274,799,838,482,286,270,663,281,137,91,74,278,288,540,96,707,1711,872,127,896,120,2198,1926,95,47,68
